amount,payment_method,gateway,failure_reason,network_latency,gateway_health,issuer_health,customer_action_required,previous_attempt_count,recent_gateway_success_rate,historical_recovery_rate,time_since_failure,recovered
46425.6,debit_card,gateway_c,network_timeout,50,0.6177,0.6783,0,1,0.7228,0.4772,3719,1
65534.09,credit_card,gateway_a,rate_limit,996,0.0158,0.5576,0,2,0.6816,0.6339,5953,0
12316.72,wallet,gateway_a,card_expired,928,0.026,0.8362,0,3,0.3027,0.5117,1401,0
45163.91,credit_card,gateway_a,network_timeout,414,0.7677,0.8931,0,4,0.5068,0.8393,895,1
94256.21,upi,gateway_b,issuer_unavailable,952,0.4112,0.6674,0,3,0.3221,0.3009,5425,0
66638.62,debit_card,gateway_a,card_expired,364,0.8866,0.8193,0,1,0.4898,0.546,5565,0
82324.45,wallet,gateway_c,insufficient_funds,905,0.8775,0.9596,0,2,0.6998,0.4957,6710,0
28926.45,debit_card,gateway_c,issuer_unavailable,256,0.0824,0.4966,0,2,0.6647,0.5,4537,0
82311.29,debit_card,gateway_b,authentication_required,214,0.7166,0.76,1,4,0.904,0.4037,4139,0
79895.11,net_banking,gateway_a,issuer_unavailable,671,0.8463,0.9931,0,1,0.8212,0.517,5861,0
56590.05,debit_card,gateway_b,network_timeout,123,0.2258,0.8407,0,4,0.4722,0.5441,2837,0
7104.43,wallet,gateway_c,insufficient_funds,583,0.4673,0.6143,0,1,0.6303,0.6074,2870,0
81801.75,upi,gateway_c,temporary_gateway_error,751,0.3414,0.8006,0,1,0.7079,0.3997,1105,0
67173.21,debit_card,gateway_a,issuer_unavailable,270,0.5111,0.9486,0,0,0.9909,0.8124,6306,1
3311.72,wallet,gateway_c,card_expired,405,0.8707,0.6888,0,0,0.8686,0.6967,2793,0
23071.81,wallet,gateway_b,authentication_required,187,0.6428,0.972,1,0,0.4748,0.2976,1780,0
50367.53,debit_card,gateway_b,suspected_fraud,992,0.0121,0.5565,0,4,0.5487,0.4872,5814,0
78492.42,net_banking,gateway_a,issuer_unavailable,154,0.3935,0.8929,1,3,0.6885,0.4339,2151,1
18234.16,upi,gateway_a,authentication_required,539,0.7067,0.5753,1,4,0.8911,0.3225,670,0
78297.86,debit_card,gateway_a,card_expired,222,0.1867,0.497,1,4,0.8068,0.7862,1622,0
79771.97,wallet,gateway_c,authentication_required,873,0.6984,0.6742,1,2,0.757,0.8434,3781,1
7338.25,debit_card,gateway_b,authentication_required,946,0.4453,0.6753,1,0,0.9937,0.3132,6056,0
4982.65,wallet,gateway_a,network_timeout,759,0.3547,0.6486,0,0,0.3947,0.2819,1870,1
35205.94,net_banking,gateway_a,temporary_gateway_error,232,0.6919,0.6868,0,2,0.5698,0.7851,6732,1
98845.9,net_banking,gateway_c,insufficient_funds,850,0.5797,0.6268,0,2,0.8393,0.8988,4892,0
59626.21,credit_card,gateway_b,authentication_required,136,0.2448,0.3288,1,2,0.4287,0.316,5264,1
69381.19,wallet,gateway_b,network_timeout,59,0.0283,0.5587,0,3,0.6042,0.8463,4297,1
5500.03,net_banking,gateway_c,rate_limit,957,0.9808,0.7391,0,1,0.8688,0.7154,1584,1
46333.61,upi,gateway_a,card_expired,830,0.6838,0.6432,0,2,0.5602,0.232,1947,0
43880.01,upi,gateway_c,insufficient_funds,260,0.2094,0.5878,0,2,0.8373,0.4635,462,0
81522.98,upi,gateway_b,issuer_unavailable,334,0.758,0.9395,0,4,0.8235,0.5205,3108,0
31840.46,upi,gateway_b,rate_limit,122,0.4149,0.1239,0,3,0.9515,0.2254,4010,0
2124.09,upi,gateway_b,suspected_fraud,264,0.1185,0.2168,0,0,0.6703,0.2007,2889,0
55012.37,credit_card,gateway_a,network_timeout,342,0.5484,0.2218,1,2,0.3758,0.2888,6778,1
61804.26,wallet,gateway_b,suspected_fraud,618,0.9867,0.0884,0,2,0.7362,0.4941,1469,0
15007.85,wallet,gateway_b,insufficient_funds,998,0.3791,0.6488,0,2,0.946,0.5975,414,0
53385.4,credit_card,gateway_a,card_expired,680,0.4562,0.155,0,1,0.3241,0.6962,6152,0
16188.46,credit_card,gateway_a,authentication_required,681,0.06,0.5898,1,1,0.7117,0.4556,4925,0
20842.95,upi,gateway_c,authentication_required,572,0.8819,0.6668,1,3,0.5251,0.2601,3397,1
98663.93,credit_card,gateway_c,rate_limit,238,0.8149,0.1686,0,3,0.5271,0.7588,3012,0
15442.43,wallet,gateway_a,rate_limit,781,0.1479,0.9134,0,0,0.4099,0.2083,2422,1
79746.49,wallet,gateway_b,rate_limit,971,0.1008,0.5922,0,4,0.5243,0.3984,3909,0
46966.43,credit_card,gateway_a,suspected_fraud,658,0.1282,0.9306,0,2,0.7577,0.697,5901,0
61399.18,wallet,gateway_c,authentication_required,292,0.0995,0.6063,1,0,0.4689,0.2425,477,0
61079.69,credit_card,gateway_b,suspected_fraud,795,0.8219,0.3095,0,4,0.631,0.6586,4054,0
9898.17,wallet,gateway_b,card_expired,833,0.5941,0.2449,0,0,0.8421,0.613,608,0
75108.55,credit_card,gateway_a,issuer_unavailable,307,0.8893,0.7621,0,2,0.7963,0.8637,2006,1
23543.76,debit_card,gateway_b,authentication_required,405,0.7423,0.4742,1,0,0.5199,0.2989,4109,1
60281.45,wallet,gateway_b,card_expired,390,0.7899,0.0645,0,1,0.9898,0.6943,1656,0
18512.57,credit_card,gateway_b,suspected_fraud,643,0.3797,0.9243,0,2,0.8247,0.8828,3221,0
91874.6,net_banking,gateway_c,issuer_unavailable,263,0.8866,0.0975,0,0,0.7302,0.5469,5637,0
21635.51,credit_card,gateway_b,network_timeout,284,0.5978,0.4419,0,0,0.5617,0.5122,6357,1
73189.54,credit_card,gateway_a,rate_limit,459,0.0163,0.964,0,2,0.9084,0.8348,5210,1
60919.9,net_banking,gateway_c,temporary_gateway_error,282,0.222,0.1139,0,1,0.8327,0.4214,5623,1
54726.66,upi,gateway_c,insufficient_funds,921,0.8748,0.9161,0,1,0.6258,0.2332,6945,1
25842.94,debit_card,gateway_a,issuer_unavailable,186,0.9532,0.1954,0,3,0.7487,0.6732,5478,1
18750.54,net_banking,gateway_a,rate_limit,939,0.3018,0.2552,0,2,0.6159,0.6427,4727,1
27134.01,net_banking,gateway_c,card_expired,287,0.1622,0.3324,0,3,0.4333,0.3351,3270,0
68920.81,credit_card,gateway_c,issuer_unavailable,946,0.4268,0.9011,0,3,0.805,0.7327,309,0
77713.01,credit_card,gateway_a,authentication_required,389,0.3033,0.173,1,2,0.3446,0.7789,7172,0
71200.54,net_banking,gateway_a,temporary_gateway_error,862,0.1838,0.0008,0,1,0.3867,0.3303,2548,1
5785.63,credit_card,gateway_c,temporary_gateway_error,918,0.3121,0.9822,0,4,0.8004,0.6206,1026,0
18937.15,credit_card,gateway_b,network_timeout,95,0.6041,0.9866,0,0,0.9892,0.6746,5118,1
36531.36,wallet,gateway_c,network_timeout,24,0.5072,0.937,0,4,0.4216,0.2404,3539,1
86421.04,net_banking,gateway_a,suspected_fraud,160,0.2883,0.195,1,1,0.7899,0.6535,3985,0
9500.52,upi,gateway_b,issuer_unavailable,171,0.9318,0.7615,0,4,0.7546,0.8498,6601,1
6350.85,credit_card,gateway_a,temporary_gateway_error,127,0.0954,0.3517,0,4,0.7131,0.3025,5693,0
1398.04,debit_card,gateway_c,issuer_unavailable,295,0.3306,0.2742,0,0,0.7869,0.2973,5472,0
19564.28,net_banking,gateway_a,suspected_fraud,655,0.4835,0.4394,0,0,0.37,0.315,3732,0
28557.98,wallet,gateway_a,insufficient_funds,368,0.3221,0.8983,0,3,0.5099,0.2804,6618,0
80210.49,debit_card,gateway_b,issuer_unavailable,882,0.4726,0.9714,0,2,0.6423,0.2261,1950,0
30943.97,credit_card,gateway_a,temporary_gateway_error,574,0.043,0.0793,0,1,0.634,0.4371,516,1
76364.79,credit_card,gateway_b,insufficient_funds,953,0.1402,0.9597,0,0,0.7969,0.6929,4620,0
53382.52,upi,gateway_a,network_timeout,337,0.1053,0.6646,1,0,0.366,0.3335,1984,0
42163.39,net_banking,gateway_a,temporary_gateway_error,108,0.4334,0.3527,0,3,0.6441,0.5409,4169,0
49748.26,net_banking,gateway_c,issuer_unavailable,490,0.0265,0.9425,0,2,0.9996,0.7031,1843,1
2647.61,credit_card,gateway_b,suspected_fraud,608,0.0716,0.9334,0,2,0.7316,0.4043,3932,0
10268.42,net_banking,gateway_a,network_timeout,103,0.3112,0.0125,0,3,0.8609,0.623,5096,0
84892.33,upi,gateway_c,suspected_fraud,516,0.223,0.9441,0,3,0.4699,0.4567,188,0
88324.38,upi,gateway_c,issuer_unavailable,306,0.5208,0.3401,0,1,0.3725,0.5521,1134,0
59003.52,net_banking,gateway_c,card_expired,779,0.3927,0.0329,0,4,0.5303,0.5468,278,0
48112.85,upi,gateway_b,authentication_required,685,0.667,0.3181,1,0,0.7096,0.6175,2493,1
69435.1,debit_card,gateway_a,rate_limit,655,0.1351,0.441,0,2,0.8986,0.3142,261,0
1111.92,upi,gateway_b,rate_limit,918,0.4549,0.9543,0,0,0.9457,0.5898,6238,1
54942.91,net_banking,gateway_c,authentication_required,946,0.4393,0.2685,1,4,0.789,0.8819,995,1
92700.34,net_banking,gateway_c,network_timeout,93,0.1102,0.692,0,4,0.8841,0.5664,495,0
81269.53,wallet,gateway_b,temporary_gateway_error,526,0.2517,0.506,0,3,0.3938,0.5578,4744,1
23284.84,debit_card,gateway_b,insufficient_funds,628,0.7868,0.0573,0,1,0.5396,0.6613,6198,0
52913.38,credit_card,gateway_c,issuer_unavailable,104,0.8785,0.9243,0,3,0.6903,0.8892,4050,1
56237.9,credit_card,gateway_c,rate_limit,342,0.3223,0.0071,0,1,0.4315,0.2283,1901,1
33733.41,wallet,gateway_a,temporary_gateway_error,686,0.7565,0.3281,0,0,0.6915,0.2007,4982,1
78250.16,wallet,gateway_a,network_timeout,939,0.9023,0.0204,0,1,0.8527,0.2047,3248,1
79322.78,net_banking,gateway_a,rate_limit,627,0.3013,0.3104,0,4,0.613,0.5866,3162,0
43290.31,upi,gateway_c,insufficient_funds,831,0.9091,0.9321,0,1,0.7937,0.7868,3183,0
74997.96,net_banking,gateway_a,authentication_required,683,0.7461,0.2086,1,3,0.7118,0.2017,3588,0
13000.72,net_banking,gateway_b,authentication_required,820,0.7171,0.7583,1,1,0.8979,0.4898,2823,1
64522.82,credit_card,gateway_c,insufficient_funds,724,0.5671,0.4966,0,3,0.4947,0.8714,4906,0
97129.01,wallet,gateway_b,temporary_gateway_error,921,0.7554,0.6094,0,0,0.8358,0.5646,3912,0
38155.94,credit_card,gateway_c,card_expired,516,0.4323,0.1086,0,1,0.6391,0.2341,6031,0
16521.43,upi,gateway_b,temporary_gateway_error,711,0.7953,0.2283,0,4,0.5125,0.8222,1112,0
22602.26,wallet,gateway_a,authentication_required,343,0.471,0.4801,1,4,0.3801,0.7964,7184,0
34469.31,upi,gateway_a,rate_limit,529,0.2925,0.7991,0,2,0.7359,0.56,6666,0
90460.18,upi,gateway_c,authentication_required,200,0.9733,0.8122,1,3,0.638,0.786,6198,1
14130.97,net_banking,gateway_a,network_timeout,321,0.4457,0.3223,0,0,0.4797,0.7217,5905,1
79223.12,net_banking,gateway_b,temporary_gateway_error,414,0.7225,0.9151,0,4,0.6389,0.7456,2811,1
32874.31,wallet,gateway_a,insufficient_funds,810,0.0868,0.0444,0,2,0.918,0.8659,6260,0
13089.5,debit_card,gateway_a,rate_limit,511,0.22,0.9356,1,2,0.4725,0.3393,1031,1
32818.46,net_banking,gateway_b,issuer_unavailable,623,0.8903,0.6026,0,2,0.4118,0.4244,2631,0
27823.36,net_banking,gateway_c,authentication_required,462,0.8355,0.6684,1,1,0.9196,0.6707,4037,0
10728.23,credit_card,gateway_c,network_timeout,966,0.5989,0.4157,0,1,0.8755,0.3517,445,0
27729.54,upi,gateway_c,authentication_required,49,0.8158,0.1765,1,2,0.8291,0.445,373,1
85931.93,debit_card,gateway_c,issuer_unavailable,311,0.2102,0.3092,0,3,0.3581,0.311,2287,0
5823.35,wallet,gateway_a,rate_limit,228,0.9083,0.89,0,1,0.5939,0.3479,1731,1
57624.58,debit_card,gateway_c,suspected_fraud,373,0.6108,0.2963,0,4,0.9148,0.4254,5693,0
5428.13,debit_card,gateway_a,issuer_unavailable,743,0.171,0.4257,0,0,0.3662,0.4436,1328,0
38202.88,net_banking,gateway_c,authentication_required,58,0.6003,0.0923,1,3,0.8264,0.4965,3906,1
2575.31,credit_card,gateway_a,authentication_required,441,0.8833,0.2441,1,2,0.779,0.2426,4133,1
67042.31,debit_card,gateway_c,rate_limit,450,0.7342,0.8676,0,4,0.8281,0.7965,7145,0
80200.0,net_banking,gateway_c,insufficient_funds,936,0.4752,0.6383,0,3,0.602,0.7738,6128,0
24967.18,wallet,gateway_b,card_expired,716,0.7569,0.9363,0,2,0.7054,0.3171,4129,0
72501.15,debit_card,gateway_c,network_timeout,800,0.4412,0.2112,0,0,0.6575,0.2631,6167,0
87651.84,debit_card,gateway_c,network_timeout,323,0.2003,0.0849,0,3,0.8259,0.5252,3245,1
27886.86,debit_card,gateway_a,insufficient_funds,930,0.1651,0.9882,0,2,0.4741,0.2409,636,0
33764.96,upi,gateway_a,card_expired,669,0.6306,0.9399,0,2,0.8725,0.7547,4901,0
7918.07,net_banking,gateway_c,insufficient_funds,763,0.9618,0.085,0,1,0.4583,0.5674,6718,0
12875.45,wallet,gateway_c,network_timeout,362,0.6981,0.2216,0,0,0.4075,0.5936,167,1
77858.21,net_banking,gateway_b,authentication_required,427,0.2735,0.0156,1,1,0.5187,0.3247,1487,1
66643.35,credit_card,gateway_c,temporary_gateway_error,637,0.9357,0.7982,0,4,0.6949,0.2431,990,1
42838.6,debit_card,gateway_a,issuer_unavailable,294,0.6858,0.8409,0,2,0.6768,0.2218,4520,0
27147.03,upi,gateway_a,issuer_unavailable,341,0.9356,0.6244,0,2,0.5896,0.5291,4471,1
68590.66,upi,gateway_c,temporary_gateway_error,59,0.795,0.283,0,4,0.7568,0.6257,4628,0
73258.68,upi,gateway_b,suspected_fraud,712,0.2363,0.2833,0,2,0.5567,0.4737,1999,0
80448.76,debit_card,gateway_a,issuer_unavailable,449,0.7062,0.0814,0,4,0.7731,0.4406,203,0
56424.21,debit_card,gateway_a,authentication_required,272,0.6201,0.467,1,0,0.4426,0.2781,2668,1
41289.84,wallet,gateway_a,authentication_required,21,0.9529,0.02,1,4,0.8022,0.8402,3014,0
97446.76,upi,gateway_a,suspected_fraud,58,0.9869,0.8494,0,2,0.3997,0.6643,1834,0
92469.46,upi,gateway_c,rate_limit,628,0.3111,0.4001,0,2,0.4003,0.7672,1384,0
37499.35,upi,gateway_b,network_timeout,675,0.8129,0.8812,0,3,0.6579,0.5322,5903,0
39651.68,debit_card,gateway_a,issuer_unavailable,319,0.5187,0.5449,0,3,0.4525,0.8068,3100,1
20814.6,wallet,gateway_a,issuer_unavailable,569,0.5366,0.8286,0,0,0.672,0.6103,6552,1
49759.36,credit_card,gateway_a,rate_limit,278,0.3427,0.6491,0,3,0.3511,0.33,671,1
17863.66,net_banking,gateway_a,issuer_unavailable,884,0.2098,0.0911,0,4,0.5978,0.8713,2126,0
6987.0,net_banking,gateway_a,card_expired,602,0.9891,0.9469,0,0,0.5209,0.2908,2851,0
34552.09,debit_card,gateway_b,suspected_fraud,108,0.498,0.1582,0,0,0.9677,0.3015,1032,0
7728.54,credit_card,gateway_b,rate_limit,218,0.0548,0.1394,0,4,0.3611,0.5087,4693,0
37270.63,debit_card,gateway_a,network_timeout,90,0.2201,0.4668,0,2,0.9857,0.4962,7174,1
23847.67,debit_card,gateway_a,card_expired,33,0.0952,0.4532,0,0,0.8013,0.45,1298,0
53885.51,debit_card,gateway_b,insufficient_funds,200,0.4953,0.1525,0,1,0.4847,0.3207,4408,0
56558.3,credit_card,gateway_a,authentication_required,557,0.2506,0.4528,1,4,0.8049,0.3552,631,1
90246.76,debit_card,gateway_c,insufficient_funds,801,0.9469,0.652,0,3,0.9336,0.5576,3456,0
54659.34,net_banking,gateway_c,card_expired,141,0.3927,0.3133,0,2,0.8751,0.5097,2728,0
92472.56,credit_card,gateway_c,rate_limit,491,0.2598,0.2415,0,1,0.8023,0.8647,2640,0
44914.92,upi,gateway_b,network_timeout,832,0.8497,0.293,0,0,0.8601,0.8768,2845,1
58655.08,credit_card,gateway_a,card_expired,136,0.7891,0.2813,0,4,0.4267,0.475,6553,0
17564.41,upi,gateway_a,authentication_required,48,0.4066,0.6492,1,2,0.4094,0.5155,4133,1
72954.2,debit_card,gateway_a,issuer_unavailable,323,0.5401,0.9232,0,0,0.3513,0.3247,4443,1
83608.52,net_banking,gateway_b,rate_limit,202,0.2193,0.3232,0,0,0.7807,0.8336,4477,1
56016.31,net_banking,gateway_b,authentication_required,320,0.9074,0.0955,1,4,0.8095,0.8407,5127,0
82791.29,debit_card,gateway_c,issuer_unavailable,776,0.5003,0.7679,0,4,0.9056,0.4226,4245,0
79841.36,wallet,gateway_b,rate_limit,890,0.3852,0.9965,0,0,0.6355,0.7589,3735,0
62718.94,net_banking,gateway_a,rate_limit,439,0.5103,0.5093,1,0,0.8992,0.6965,3622,0
52944.43,debit_card,gateway_c,rate_limit,52,0.383,0.4744,0,0,0.7833,0.5046,224,1
53829.26,debit_card,gateway_a,suspected_fraud,449,0.474,0.5809,1,2,0.3498,0.5156,6536,0
28094.99,upi,gateway_b,rate_limit,863,0.3964,0.6388,0,3,0.5829,0.5755,139,0
70713.23,wallet,gateway_a,suspected_fraud,996,0.2951,0.7891,0,1,0.9901,0.6578,4405,0
12825.87,net_banking,gateway_c,network_timeout,706,0.4843,0.9188,0,3,0.3937,0.2487,749,0
72395.47,credit_card,gateway_c,network_timeout,561,0.8359,0.2798,0,4,0.9192,0.3225,845,1
80642.53,debit_card,gateway_c,rate_limit,123,0.6144,0.7462,0,1,0.3431,0.5142,1368,1
35733.61,net_banking,gateway_a,card_expired,460,0.1135,0.5676,0,0,0.3498,0.8831,4889,0
1508.06,credit_card,gateway_c,insufficient_funds,348,0.1528,0.2184,0,3,0.4235,0.5897,4343,0
3372.45,wallet,gateway_b,rate_limit,738,0.773,0.0672,0,2,0.9077,0.5759,2767,0
82829.47,net_banking,gateway_a,rate_limit,487,0.5088,0.718,0,2,0.3146,0.337,6153,0
15068.3,debit_card,gateway_a,issuer_unavailable,203,0.5308,0.8462,0,4,0.6256,0.8693,219,1
88779.35,wallet,gateway_b,authentication_required,297,0.8169,0.6859,1,3,0.596,0.7709,3685,0
99825.77,net_banking,gateway_b,temporary_gateway_error,489,0.8069,0.8625,0,4,0.5833,0.7997,302,1
834.08,net_banking,gateway_c,authentication_required,368,0.6155,0.1298,1,0,0.4094,0.8369,6456,1
60514.4,wallet,gateway_a,authentication_required,102,0.0653,0.0749,1,3,0.8667,0.4821,4247,0
53350.76,upi,gateway_a,network_timeout,694,0.4718,0.7139,0,1,0.3086,0.2879,2522,1
94004.26,debit_card,gateway_a,network_timeout,635,0.5204,0.798,0,3,0.3021,0.6338,5902,0
85378.06,net_banking,gateway_c,card_expired,409,0.8242,0.5508,0,3,0.4411,0.5857,424,0
84021.7,net_banking,gateway_a,temporary_gateway_error,922,0.1018,0.9397,0,4,0.8882,0.2492,3413,1
51175.9,credit_card,gateway_b,suspected_fraud,816,0.1274,0.1246,0,0,0.8111,0.8647,1687,0
52006.65,wallet,gateway_b,insufficient_funds,836,0.1829,0.0683,0,2,0.9247,0.6841,374,0
48667.22,debit_card,gateway_b,authentication_required,747,0.2428,0.5418,1,4,0.9852,0.7213,4748,1
58918.2,upi,gateway_b,insufficient_funds,163,0.432,0.284,0,2,0.4159,0.6134,3687,1
19604.64,net_banking,gateway_c,insufficient_funds,899,0.0262,0.522,0,1,0.6301,0.7894,1620,0
15508.94,debit_card,gateway_c,authentication_required,726,0.582,0.201,1,0,0.6633,0.6574,5474,1
18116.18,upi,gateway_b,authentication_required,762,0.157,0.7783,1,3,0.8226,0.2136,5746,1
59594.88,upi,gateway_b,card_expired,921,0.3756,0.875,0,2,0.3366,0.7197,2673,0
77545.8,debit_card,gateway_c,rate_limit,544,0.014,0.0022,0,1,0.4262,0.6295,2195,1
37988.67,upi,gateway_b,issuer_unavailable,203,0.1381,0.2369,1,4,0.9314,0.782,2218,0
56779.32,upi,gateway_c,rate_limit,832,0.2363,0.2964,0,2,0.5203,0.8145,294,0
45860.05,credit_card,gateway_c,authentication_required,394,0.4894,0.5547,1,3,0.8896,0.8816,145,0
52845.19,net_banking,gateway_a,suspected_fraud,347,0.149,0.5841,1,3,0.5946,0.4903,5937,0
17574.2,wallet,gateway_c,network_timeout,168,0.1655,0.6585,0,4,0.9339,0.395,1695,0
49615.83,credit_card,gateway_a,temporary_gateway_error,662,0.5363,0.2378,0,2,0.6214,0.6451,6985,0
86458.59,debit_card,gateway_b,rate_limit,294,0.7758,0.1121,0,3,0.6674,0.7953,3842,0
27211.67,credit_card,gateway_a,rate_limit,370,0.4789,0.4939,0,0,0.3132,0.5185,5548,0
13151.46,upi,gateway_b,card_expired,409,0.4117,0.1877,0,0,0.7123,0.561,2314,0
11514.87,credit_card,gateway_a,suspected_fraud,314,0.4312,0.2985,0,4,0.3593,0.4897,1766,0
73361.15,wallet,gateway_a,suspected_fraud,567,0.7242,0.6814,0,4,0.8394,0.422,3966,0
50365.57,upi,gateway_a,card_expired,108,0.6662,0.8657,0,0,0.3341,0.2207,2636,0
35616.35,upi,gateway_b,rate_limit,289,0.98,0.2523,0,2,0.3493,0.6783,2043,1
25112.62,net_banking,gateway_a,insufficient_funds,751,0.7698,0.7241,1,1,0.9931,0.3698,5067,1
16123.64,wallet,gateway_b,suspected_fraud,668,0.755,0.0372,0,4,0.5124,0.8134,4146,0
84882.0,debit_card,gateway_c,rate_limit,207,0.8214,0.0791,0,2,0.7745,0.7534,542,0
67234.37,wallet,gateway_b,rate_limit,774,0.5058,0.9127,0,0,0.4648,0.5477,6362,0
21212.85,debit_card,gateway_a,temporary_gateway_error,979,0.4346,0.1818,0,0,0.7362,0.8461,2861,0
70022.24,net_banking,gateway_c,issuer_unavailable,335,0.8572,0.2178,0,0,0.9049,0.4126,7008,0
32380.51,upi,gateway_b,rate_limit,301,0.136,0.5493,0,3,0.4508,0.857,3688,0
11016.19,wallet,gateway_b,suspected_fraud,631,0.8495,0.3309,0,0,0.4911,0.513,1908,0
64886.38,debit_card,gateway_c,authentication_required,72,0.3404,0.6898,1,0,0.4546,0.3405,1266,1
3991.98,upi,gateway_b,temporary_gateway_error,287,0.9948,0.9184,0,3,0.6246,0.7911,2232,0
12532.44,credit_card,gateway_b,insufficient_funds,428,0.8701,0.8821,0,4,0.409,0.6803,4135,0
8399.97,upi,gateway_b,insufficient_funds,588,0.4085,0.8109,0,1,0.4916,0.3103,6300,1
28196.47,credit_card,gateway_a,suspected_fraud,667,0.1423,0.1114,0,3,0.9122,0.8609,558,0
73741.46,net_banking,gateway_c,issuer_unavailable,997,0.3479,0.2855,0,2,0.81,0.5301,6168,1
85467.23,net_banking,gateway_b,insufficient_funds,412,0.6686,0.4002,0,1,0.843,0.8843,3779,0
37421.74,debit_card,gateway_a,card_expired,151,0.2969,0.0864,0,2,0.5425,0.7555,1205,0
90128.02,net_banking,gateway_b,issuer_unavailable,576,0.1938,0.3448,0,0,0.404,0.5128,3648,0
61283.31,debit_card,gateway_c,rate_limit,88,0.3366,0.8043,0,0,0.587,0.4215,4357,0
23743.92,debit_card,gateway_c,temporary_gateway_error,912,0.7459,0.6818,1,1,0.7468,0.3466,944,1
28663.9,net_banking,gateway_b,insufficient_funds,90,0.0364,0.4432,0,1,0.3776,0.3377,6256,0
48305.49,debit_card,gateway_c,temporary_gateway_error,926,0.5449,0.4151,0,2,0.9525,0.5512,469,1
50781.67,wallet,gateway_a,insufficient_funds,450,0.2725,0.6588,0,3,0.7966,0.6509,1543,0
44713.46,credit_card,gateway_c,rate_limit,25,0.075,0.4306,0,3,0.7588,0.416,1985,0
58572.46,wallet,gateway_b,suspected_fraud,968,0.868,0.3189,0,1,0.7792,0.5438,985,0
95542.68,debit_card,gateway_b,card_expired,329,0.1815,0.1875,0,3,0.8306,0.5058,6067,0
46316.77,credit_card,gateway_b,insufficient_funds,819,0.7297,0.4086,0,2,0.7053,0.5623,3141,0
94067.04,upi,gateway_b,card_expired,439,0.0159,0.2364,0,4,0.6867,0.7002,3892,0
70432.82,net_banking,gateway_c,insufficient_funds,423,0.4022,0.1789,0,4,0.9363,0.6155,5665,0
74040.61,net_banking,gateway_a,temporary_gateway_error,345,0.8265,0.0737,1,4,0.4092,0.8153,885,1
42964.6,debit_card,gateway_a,rate_limit,407,0.3015,0.1379,0,2,0.8428,0.3412,983,0
12620.07,wallet,gateway_c,temporary_gateway_error,105,0.9496,0.463,0,3,0.4951,0.5538,167,0
77541.61,debit_card,gateway_c,issuer_unavailable,669,0.1153,0.2934,0,1,0.7447,0.5034,3186,1
58488.66,net_banking,gateway_c,authentication_required,529,0.5544,0.2219,1,2,0.5713,0.4544,4899,1
60306.17,upi,gateway_b,suspected_fraud,353,0.8599,0.8455,0,0,0.5757,0.8998,5004,0
44266.42,debit_card,gateway_b,suspected_fraud,283,0.692,0.4809,0,4,0.9222,0.7547,3646,0
18070.66,debit_card,gateway_c,rate_limit,881,0.7102,0.5722,0,2,0.7777,0.3517,876,1
38800.55,upi,gateway_c,network_timeout,943,0.324,0.8149,0,0,0.9443,0.4855,4809,1
27648.63,credit_card,gateway_b,rate_limit,883,0.4744,0.3414,0,3,0.8017,0.4007,3492,0
78777.5,net_banking,gateway_a,card_expired,266,0.631,0.1537,0,4,0.7422,0.3315,5216,0
59562.05,credit_card,gateway_b,insufficient_funds,985,0.5315,0.8007,0,2,0.7589,0.6838,5639,1
23867.2,net_banking,gateway_c,issuer_unavailable,982,0.2278,0.2367,0,2,0.5526,0.7002,1749,1
48687.21,credit_card,gateway_b,rate_limit,259,0.2357,0.0092,0,0,0.3218,0.6349,2291,0
31772.45,credit_card,gateway_c,card_expired,876,0.5822,0.412,0,2,0.8683,0.8398,1499,0
31142.95,debit_card,gateway_c,card_expired,177,0.3072,0.3328,0,2,0.9436,0.2722,1365,1
70406.6,wallet,gateway_b,issuer_unavailable,368,0.5955,0.2235,0,4,0.5472,0.6307,3392,1
76709.47,net_banking,gateway_b,authentication_required,183,0.0439,0.4396,1,3,0.7555,0.6913,5573,0
